发文时间,标题,发文位置,阅读量,在看数,点赞数,转发数,留言数,链接,封面,类别,图片/视频引用（次）,字数,数据引用（次）,描述疾病原理（是/否）,本地相关性,主要医护职称,故事/案例引用（个）
2024-11-22 18:30:56,专家医讯丨浙大二院一周外请专家出诊表（11月25日-12月1日）,4,876,0,0,5,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573646&idx=4&sn=01697ab068c635bd3297d04fea692c89&chksm=89efd5558d705ed8ffca0c1fd774c3c6438414a586e6d262758c0581b3f40c5cd402071a4c80&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9bzYtYhQNQUqgzLuhic959BxffaYEzuicB8baNrPdSjuI8icW9SkJKPiab5r3W7zEAxqoNMQCrDez4rA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-11-15 18:31:42,专家医讯丨浙大二院一周外请专家出诊表（11月18日-11月24日）,4,1020,1,1,6,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573566&idx=4&sn=53f1f5f3dcdad1e5e7026f5e3d1d1389&chksm=890866cbb1f8ea5046b5e4b4180302c379abe4daba27b8381a0fa4c9ce679aa7c93ecb4ad318&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibwiaEenbBZBgs0JzvrrL8OETLrH6xB1ZRIHWBibCyrPCusImbRPHdz60zYXg4GXHTB04S3ibpcqEMMQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-11-08 19:31:29,急诊科来了一位患者，气急脸紫还躺不下！命悬一线之际，“救命神器”紧急登场,4,1903,0,6,28,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573439&idx=4&sn=391be84f5e022e121c73c10a58064ba9&chksm=891a3f2ecf139358de7eae52936f0beadb4cf4756b689d5537b4843ec890da62b85a93965752&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS87GmYeibDUa4gdR3iadNicDEyblPcibqz1ic32qHH7x74U9e8MsQkewfblibOsf9p16kBARnNpGDov0Rfg/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-10-31 16:31:45,专家医讯丨浙大二院一周外请专家出诊表（11月4日-11月10日）,4,1124,1,1,8,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573324&idx=4&sn=b2d3d96fda136a6f70c42de0ade8c8c9&chksm=898c8931b21429580ce900a73278cac5e8d81228631b96671e35a67e8e73d8482e6477cc7fec&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic7yV18RxAPz33AuPibesFbDc9hgQUDYgtPxt2QiaT9cqlib51JdRX5pyf5O2k0hWWiaice69ibdAiaibD2AQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-10-25 18:56:41,专家医讯丨浙大二院一周外请专家出诊表（10月28日-11月3日）,4,828,0,0,2,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573192&idx=4&sn=cb87548c8210e563f6604995e6d7bdc3&chksm=8950800daff38deecf262e2eebafad266d9b8bd83b3b984c2253bb3fecaaf8f81eacfcc504f6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicbyOuKesuiccuiaXtDyvMkzSE4xUkBe21icp1oZIS7cFbLfgeA1QVXPoMUbI5Xiab3OD9fRbuFklGnOg/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-10-18 19:56:58,舟山医院建院70周年回眸1：医路峥嵘七十载，芳华灼灼谱技术新篇,4,952,2,1,34,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573096&idx=4&sn=92e428e98d5f5bbd7f2127568bdae8aa&chksm=89b95f9a9ffa4026ce41f5ff1337fa7b68c3e11db27ea0e411442fde6fb2f77662be5ffa6bfa&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9sL00MajLqdV4becv19dRC6XP4ontGv18e00w7IeKxTM0CY3GD8YZD726SjVvgqzK0Ffwzgcg3PQ/300?wxtype=jpeg&wxfrom=0,人文故事类,,,,,,,
2024-10-11 20:10:56,5旬女子外地化疗后出现融瘤综合症 返舟治疗大半个月转危为安,4,891,1,2,2,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572917&idx=4&sn=e5d804fb10f710bf1372b2c590e12a33&chksm=89355317a56a8155c62c208e43a7efa2c4807afabc276ddaba47486921c823d2f0ffb75e794d&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicoOxHQNEmNsrpZe0KS4GYOpYHolmHq7As3XyOiaQ63sX2b2rplTfXCS3UhQ4HvVeibM8BKGicGSdFNw/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-09-27 19:43:03,身体这个地方不适千万不要拖！肛周脓肿你必须了解,4,1804,1,3,18,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572758&idx=4&sn=20c292c2371c0ad29ac30b94acdb5083&chksm=89784828d95f70500b043502c28e1dce870e2feeab2aa0b95e3842d205eef0eb8cca93274ac6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicuMkAoz8wibM8mNhpz2Wia7O5tSMdFTZMVLYIAazahDS9OanK5AQFXcSFw5BL3zfibNslQcCiaf9EINA/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-09-20 19:37:04,专家医讯丨浙大二院一周外请专家出诊表（9月23日-9月29日）,4,1572,0,2,9,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572647&idx=4&sn=ba4c2763f9b3e7593d8cc168389042f5&chksm=89db4523a1726506ee6c611eee85732768fca152d3d7a5ce462890295cb0692335dc70c43fa6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS84g7qTdCeiaSiaOOqF9AvJEy8gwECr1ERhQr3F9GFj4jkdOaKFetu4GZIRV40OiapPStUcYgsyBDyyw/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-09-14 17:32:28,专家医讯丨浙大二院一周外请专家出诊表（9月16日-9月22日）,4,1025,1,1,6,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572515&idx=4&sn=c2db57686e1b22fb46daef66524b3ecc&chksm=89b0c09e7a13e3ae8d92a3120557baf5534e67fa58124b8fbba50eea2d98481fae91f2d47f68&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicfic41iaJRySNXbC9644Rpolv4Dn9UmhjoMEAibSQ85ATia0akuMAxQfOmSWbxJIqUFskNt5cIefc57A/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-09-06 18:31:34,专家医讯丨舟山医院一周外请专家出诊表（9月9日-9月15日）,4,1645,2,3,9,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572375&idx=4&sn=e107490c5e22edfe2420d957f49cb080&chksm=89c57716cbe3a8d237bbc5bd2a6cd1c874833a754d479e52ef568e80da539019fee6c380d52c&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicUNKwLdfRGdic9WoXrD1IkcYBWjYHMeJicz10gZjzaHPWTic0iab63yibGOpRaoRvA0rf4DnMfClFL7tQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-08-19 19:02:34,致舟山医院全体医师同仁的一封信,4,962,2,2,0,1,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572242&idx=4&sn=5c5e58cf7647e73120b20e09cb6ec68b&chksm=89a57dcb5e0102e104bd97d50ae7f7285526f482f8e7942cad9e588a648e33682bc7f66791df&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibPoKXxmVN9tZT6SA20DsbiaEVttaj6dMRfYadHiajI0gHCQl2QMt9YnSuFQFibHb7pIQK1sFXXNib4zQ/300?wxtype=jpeg&wxfrom=0,通知公告类,,,,,,,
2024-08-09 18:32:25,专家医讯丨舟山医院一周外请专家出诊表（8月12日-8月18日）,4,2107,1,3,6,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571963&idx=4&sn=f2f9cb0a371115ca632361c9d97a3d9f&chksm=89a5f0a7965f0747f1f4ec1311fec9673df453f5361c3af90efcbbdd50f33ad33734d499e060&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibNmlBrgeyBXvLCcdmcg5hWlm9zu4MH55bDibpFf5eExibib4h0W9X8K4HiaKseO7ic5ZhVFo3XIPekw2A/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-08-02 18:58:21,专家医讯丨沪上名医一周出诊表（8月5日-8月11日）,4,1649,0,0,8,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571743&idx=4&sn=62035a7ac68fd8bae2594eeb21ebdf1e&chksm=892581fb24d0dc8c0e46493c77daa6d41fa6ef601673c1c8f0a54d6d5b98f1ee28ea036a88f2&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibNmlBrgeyBXvLCcdmcg5hWlm9zu4MH55bDibpFf5eExibib4h0W9X8K4HiaKseO7ic5ZhVFo3XIPekw2A/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-07-26 18:31:40,专家医讯丨浙大二院一周外请专家出诊表（7月29日-8月4日）,4,1397,3,2,13,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571595&idx=4&sn=0dedf01996d09d13f6293e28e2386c49&chksm=8966188d96a229d82765863f4160289dbd9826fae4ceec4a5b78494e7fa4bd69af0cb3d3d01a&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8Q9oKuXtibzib3j4OvDicGqUE8MbicibORJ7vHKCWmB6HvvICvYp2NBxuiaE4cPEOJ1I0jd7yZPZBJhibxg/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-07-19 18:31:59,专家医讯丨浙大二院一周外请专家出诊表（7月22日-7月28日）,4,1817,6,5,12,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571401&idx=4&sn=ffd9a57de010ad7a1d1b5b1320255e10&chksm=89938986e68ee520108436c4441616fcad7845bd1f03c0fce94c704fe0755c994011d9c193b9&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8fic1eQKZUKtAKgfjibicBtIsBhKmMcy5nMsV5MQuepZ0XsqmaKLvibcwbqH5l2VqlFicUibjQySu2JflA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-07-12 18:31:37,专家医讯丨沪上名医一周出诊表（7月15日-7月21日）,4,2020,2,3,6,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571177&idx=4&sn=1ede298245a6520c14fecad2ed78d86c&chksm=89bde8e55839062229a5b857e1a758b6a5a8450f7ff3cda8f7f39ec5857fe30204a548fa81c0&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9K4sK1F4CtE8xAQ2rgw0hiazsNmXtqmDNPknYdaQribLHg62uZyUnRrPJIzTpus5IV19mzMBgcIsicw/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-07-05 18:31:08,专家医讯丨沪上名医一周出诊表（7月8日-7月14日）,4,1792,1,4,4,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571070&idx=4&sn=c8fc063a22d071fa49cba334708a0c85&chksm=894d6ca51d60892fb22c9ac0ddb383b54545bb49c9548f06bc3a9f8ca35f26fef2d91c17f1d3&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9bYSCBic9Dz5jjBJMqJnsPjQ0ic2BjHuZ46Xq8shyA1Unw2LC1HN0vlSQ9wInibTzmxtudq3gjzPlOQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-06-28 18:27:05,“前列腺癌”发现即晚期？出现这些症状请立刻就医！,4,3096,4,19,52,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570886&idx=4&sn=3084e32e2b6f17446e1baa05b0eb37e7&chksm=891c36125b764c4dc19b751120bb81ddbd29a8d65d4ccd2a52bae69507f0bc80b80b933a2750&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibDABvNXCfInSfM6TY6TU0Wic947icCictD4aicJ7Z01NArN3tIVDmz0u9c1BHAcCIztPwT0DiaX1QuVFg/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-06-21 18:31:53,8岁女孩总是眨眼揉眼，竟然是倒睫惹的祸！舟山医院眼科医生提醒：发现孩子有倒睫要及时干预治疗,4,1725,0,4,29,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570783&idx=4&sn=2d9e42c43a81a8c0b0d84fe850563f75&chksm=892342359be0761856184ab605e7057c86216a31755968e97be9fe197aa5e2a510b611791193&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9yH8dMYJokYa6YmDn1n3vXUJDYib7OegxY3FatzF8ksjicHlq7UPCxsnsxOyayUp3nurGusB7ph3Cg/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-06-14 19:28:00,专家医讯丨浙大二院专家出诊表（6月17日-6月23日）,4,2111,2,2,18,1,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570709&idx=4&sn=5e8e7c0ea016a16f88c44cf90983c4aa&chksm=89a36616c85b78e2fc515b2cbb6c6b2a84e28ea64fa27cf89d3578a9fc2a2760b0a7f5c5b3ea&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8ha1O8ibyH0CmuGch4r28tSeAgbIDibWGrKxHpaicTsIrFMFoHibUb0uPACYbdg9uNauqtauxjWRPhaQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-06-07 18:30:47,专家医讯丨沪上名医一周出诊表（2024年6月10日-6月16日）,4,2099,3,2,13,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570564&idx=4&sn=e1b941fa48b947dacb1c6e24ebd5aae6&chksm=8920f88f77c1e9b1ce5cfbd591b9f5d81a585964ff0a19c8704f8b23b62f990279c16467b033&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8apSHjice6eAZFdYXO9vZaCWwlnbkLBqSyVNJ6uWjZ0UxQmouBODBdiccbd7BLLtMSuKKo7xL3SRicw/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-05-31 18:44:18,专家医讯丨沪上名医一周出诊表（2024年6月3日-6月9日）,4,1947,1,7,9,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570438&idx=4&sn=0054a3a9d1099e0951545597f152d4d2&chksm=89289c6af698c9783d7f133d19c42c10fa0b141fc4d8abdcc86ddc16fb27e9081c9ec90610e5&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8hCf9T73fWiaWfEUKwzjgrF9neZibS1atx1QicpIbU4xp6gaOjjn6pRR4rufia8of2DUc7YxtT0LaI8A/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-05-24 19:08:01,我在院史中”史料征集展示（三）丨我的抗癌之路，感谢舟山医院的医生帮我一起挺过来,4,1333,3,8,9,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570256&idx=4&sn=68b571ce18c72d46efbde07d8e81526c&chksm=8991aca30d8d06d1f0dab5ce7a7d25840fbcd7b96ef9fa2c2e1f00abfb7a27d2266ac6230439&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic6eicEKfVuPgicRktk3TfL9QMkvp34JIc0QOEhwTKqBYvmsVU3ko0UTnGFU2MwiavPtndCxf8heZaibg/300?wxtype=jpeg&wxfrom=0,人文故事类,,,,,,,
2024-05-13 18:04:08,什么是超声造影？它能“看”出哪些疾病？,4,1801,2,1,18,2,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570155&idx=4&sn=cfd04a9c62c104fefa337dc35de79805&chksm=894f874e89e32a430f9591f6cdd8be38314104a93d185ad5b334f4e69de9264dd04dd1ef5227&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicBlENGAqBJhlRJuZe1n6l6CL0aHm4KAsBq8ZwxoibLb84YTRM1ViagaHib1Lu0eOKFPOoytiamwuoj5A/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-05-11 19:16:49,喜讯！舟山医院护理团队在浙江省护理技能竞赛中斩获佳绩,4,1650,3,9,27,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570092&idx=4&sn=c213ebc18f80ed81129a85fa6f445147&chksm=893775940e18e19db81b00ecc64b03431d9cc7edaac96f9d0b1fa0f90a38a4fbc93807f8e354&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS97Vx4YwgrwichX5HxTMA5JzCyPvG4ftG3hQDeialJZSl5FnUTx2esf0t50p1BLX1UII0MEzfic5PIfg/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-04-27 18:31:14,舟山医院成功高效完成6例房颤导管介入术，让心跳重新踩准节拍,4,2560,3,9,51,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569729&idx=4&sn=7f901a6f592b8bd694adc5fc6fa47d89&chksm=89d00648c15f5c35826a40d21e30847827bff00b8631cf9ee37092847baa42cc97b45f17cd24&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8faPE2gnICLibXrPn9cFV2w30lnBHebZIFUqk3ibqUyibZWGDZwkibicYSFWm1NiciaIgibH6OS3nKNV7I5Q/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-04-12 18:32:21,专家医讯丨沪上名医一周出诊表（4月15日-4月21日）,4,2293,1,0,8,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569458&idx=4&sn=344f8957f5ff4ac558c68ddffeab0b93&chksm=8951ef6c98fee9be39a6daeddfc986ab6e5209f598d0102775f3fb7fb4b5d0338093a89d59d6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9zLiaPc9dR66lo2rAiaiaDPJwKicpc9P0pk7m6nlhKM5VVv9myQ3ealhicGp1F8UddHkiaticg0Ee14LElQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-04-07 16:09:03,专家医讯丨舟山医院一周外请专家出诊表（4月8日-4月14日）,4,2209,0,0,24,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569306&idx=4&sn=0b7de3b2c18f0f0e797da5a3676caef9&chksm=894d176e9c3b1c53df19faa572bc1e2d2ed8bcf6589c7da5268dc1ba105bb1d809b0d84afe50&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSiba1nDrrKeicticibv8icqETzicwcnicRUKe4rtSSKnet4D8RVicLibMv9TDoqj7G9BWAR20ica26oia9N0gLMg/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-03-29 16:50:02,专家医讯丨浙大二院舟山分院一周外请专家出诊表（4月1日-4月7日）,4,1797,0,2,6,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569150&idx=4&sn=c88ecb6bcb4d7a791147504ba2ea55cd&chksm=8903766f47faaa4e9ce139d30ef91703232e65b09b567bc52d26cd655bb9cbdfda41e48103dd&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic1UUpicmJicviaN0eapHibOMUtxtkycKKUIgspGqr2nwFUZibymnEyORHa5FxHOdgR7vbgzFwPpnfmOsg/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-03-22 20:05:00,吐血1000多毫升，肚子里还在汩汩冒血！岛城一男子罕见消化道大出血，舟山医院MDT多学科联合诊疗成功施救,4,3347,3,13,38,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568997&idx=4&sn=8b820bcbdf4fd447d9dee5e60cce553b&chksm=89e449c1115fdf5ca37322012c3a90795130fe64cef4780619df2842c05652ed065bd3f521ed&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS97kdv1EiaT4BPXW13CVUPwic6FCt5bCUhe6xwiacFERaFXCdxyRUHpn7tb7zA42UChkzreUiaVSMZOow/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-03-15 18:27:22,专家医讯丨舟山医院一周外请专家出诊表（3月18日-3月24日）,4,2352,0,0,26,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568855&idx=4&sn=72512eac6a03b23039afc06805feefff&chksm=89805a21f9565452407f720b8f7b17d29b671cc092e396bd320997a502ca2b547a81e486a892&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic3MEtWtePwEfUYdtKwzYEgDGzM8kQu7wpOQXTSvicsY0dAaZFzDbm39FiahYctTdNQyica4licOYLzFA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-03-07 18:32:02,专家医讯丨浙大二院舟山分院一周外请专家出诊表（3月11日-3月17日）,4,2004,0,1,18,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568480&idx=4&sn=bb1841c65b2a29d283ff21b2edaf2398&chksm=897141ad3cc39cc3626598b65aaee61ce88cb2d49f8c1fe9c020ab20bd12d4c3a6e779b86f1b&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSib5HmXjTwWxovxhL8lZ82auG0pwicIzycgvQqpNKH7GOFpKsbXXgfiarG2ErRgJvS9788ocmibKkjZJw/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-02-29 18:32:37,专家医讯丨浙大二院专家一周出诊表（3月4日-3月10日）,4,2374,1,1,26,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568405&idx=4&sn=59b8a8f4f2eb10adf317a6cfdf4f6050&chksm=89ce1e229157a4ef0aab5a6a8695daa95e16649525ff651b853e3931d4be289026ba5698c4cc&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS99LcuXjarIGvoP85JX1TY4IpD1CbiacneUuoibvoBuMDMyAQPh2vUGP8BIeFGH7Pb70VcmpWzqg64w/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-02-08 19:24:15,浙大二院专家教授来舟山医院呼吸与危重症医学科指导工作,4,2034,0,1,15,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568263&idx=4&sn=efed74c5a7546403ec5440cf01af1964&chksm=8950a4c25795d000ccd377efeb8ebc326255390b312eaee04ef9a2724a0ef7ea5c09cb8c7479&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicucEMqiascpL1vX0cyxA3UsV0RgHuKhmAia59JFib9qzgCWrrlZAXQmoZXMzJ5Hdu9orrxguiaU0QbkQ/300?wxtype=jpeg&wxfrom=0,新闻动态类,,,,,,,
2024-02-04 18:51:46,欢度新春 吃出健康丨春节饮食指南 解锁龙年健康福,4,451,1,1,24,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568150&idx=4&sn=510ced87cf3e43e8a941215b7107fc52&chksm=897504526044d812908c4400c9832735e959a081fedc446674c33541d1750f3b7f7f2a280a9b&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9z16nr4GgP0JgqyMo0Dcz8w2jOJgxyqjIejiazpJaBlnic7p9PCnZdZ90dn6Fw2L4ONiahXlpG1aL8g/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-02-01 16:10:44,舟山医院2024年春节假期门诊医疗工作安排,4,3483,4,7,87,2,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567915&idx=4&sn=2ee0293394fef4f86f0f2102710a08e9&chksm=890b351fead37c6a3e6d840e2b5d04227124ca0767af033695d2f5cf89a80c64c5ed2612d9d7&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic2URZAwHAAqCebxJZSvJEAbaY5GYXfBHJUmvjJLdUaF5VSVOlEjP854HkhafDwE7IrXjZTqrknEQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-01-26 18:30:31,例假刚结束，怎么又出血了？有可能是这里出了问题！,4,3032,0,0,17,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567835&idx=4&sn=e735cbb1aa6b73950465b372b5123927&chksm=8976ca18e4873f27c84453aaf47fb0060779f4c5634edf81f4a367efb89b1a8dce077d2dd666&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibkZKrnka0vQD7EP50nibCLIWTGACznN17OQ8FflAuK1Zel1clPrv5TONQIhN9JjU7bxmeztd2agNQ/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
2024-01-19 18:32:23,【光子、水光、超声炮年终特惠】紧急变美来舟医！盘点年前值得做的医美项目,4,2715,5,6,169,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567737&idx=4&sn=341d9b8c1dcbfa7087d78af597387f04&chksm=893431fabf8a5e9b010c640188fd372a762cef543937fe0288739983d559db8bf45cbae7aa92&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic7EhE5FI93UPyicNxLj6dHsPrgibygJiaKjiadVOn60iaCVoldgtiabQ0Ys34aicJGrJO4iajkniba9ERCWbA/300?wxtype=jpeg&wxfrom=0,健康科普类,,,,,,,
